domain_pair	domain_1	domain_2	domain_desc_1	domain_desc_2	absolute_number	freq
Helicase_C_3--ResIII	Helicase_C_3	ResIII	HelicaseconservedC-terminaldomain	TypeIIIrestrictionenzyme,ressubunit	1	4.94878012569901e-05
Rft-1--Rft-1	Rft-1	Rft-1	Rftprotein	Rftprotein	1	4.94878012569901e-05
Rgp1--Rgp1	Rgp1	Rgp1	Rgp1	Rgp1	1	4.94878012569901e-05
ArfGap--RhoGAP	ArfGap	RhoGAP	PutativeGTPaseactivatingproteinforArf	RhoGAPdomain	3	0.00014846340377097
BAR--RhoGAP	BAR	RhoGAP	BARdomain	RhoGAPdomain	3	0.00014846340377097
BAR_3--RhoGAP	BAR_3	RhoGAP	BARdomainofAPPLfamily	RhoGAPdomain	4	0.000197951205027961
Bcr-Abl_Oligo--RhoGAP	Bcr-Abl_Oligo	RhoGAP	Bcr-Abloncoproteinoligomerisationdomain	RhoGAPdomain	1	4.94878012569901e-05
C1_1--RhoGAP	C1_1	RhoGAP	Phorbolesters/diacylglycerolbindingdomain(C1domain)	RhoGAPdomain	4	0.000197951205027961
C2--RhoGAP	C2	RhoGAP	C2domain	RhoGAPdomain	2	9.89756025139803e-05
CRAL_TRIO_2--RhoGAP	CRAL_TRIO_2	RhoGAP	DivergentCRAL/TRIOdomain	RhoGAPdomain	3	0.00014846340377097
DEP--RhoGAP	DEP	RhoGAP	DomainfoundinDishevelled,Egl-10,andPleckstrin(DEP)	RhoGAPdomain	2	9.89756025139803e-05
Exo_endo_phos--RhoGAP	Exo_endo_phos	RhoGAP	Endonuclease/Exonuclease/phosphatasefamily	RhoGAPdomain	2	9.89756025139803e-05
FCH--RhoGAP	FCH	RhoGAP	Fes/CIP4,andEFC/F-BARhomologydomain	RhoGAPdomain	4	0.000197951205027961
FF--RhoGAP	FF	RhoGAP	FFdomain	RhoGAPdomain	2	9.89756025139803e-05
HbrB--RhoGAP	HbrB	RhoGAP	HbrB-like	RhoGAPdomain	1	4.94878012569901e-05
INPP5B_PH--RhoGAP	INPP5B_PH	RhoGAP	TypeIIinositol1,4,5-trisphosphate5-phosphatasePHdomain	RhoGAPdomain	1	4.94878012569901e-05
IQ--RhoGAP	IQ	RhoGAP	IQcalmodulin-bindingmotif	RhoGAPdomain	2	9.89756025139803e-05
MyTH4--RhoGAP	MyTH4	RhoGAP	MyTH4domain	RhoGAPdomain	1	4.94878012569901e-05
Myosin_head--RhoGAP	Myosin_head	RhoGAP	Myosinhead(motordomain)	RhoGAPdomain	2	9.89756025139803e-05
OCRL_clath_bd--RhoGAP	OCRL_clath_bd	RhoGAP	Inositolpolyphosphate5-phosphataseclathrinbindingdomain	RhoGAPdomain	1	4.94878012569901e-05
PDZ--RhoGAP	PDZ	RhoGAP	PDZdomain	RhoGAPdomain	2	9.89756025139803e-05
PH--RhoGAP	PH	RhoGAP	PHdomain	RhoGAPdomain	15	0.000742317018854852
PH_9--RhoGAP	PH_9	RhoGAP	Pleckstrinhomologydomain	RhoGAPdomain	2	9.89756025139803e-05
PI3K_P85_iSH2--RhoGAP	PI3K_P85_iSH2	RhoGAP	Phosphatidylinositol3-kinaseregulatorysubunitP85inter-SH2domain	RhoGAPdomain	3	0.00014846340377097
PX--RhoGAP	PX	RhoGAP	PXdomain	RhoGAPdomain	1	4.94878012569901e-05
RA--RhoGAP	RA	RhoGAP	Rasassociation(RalGDS/AF-6)domain	RhoGAPdomain	6	0.000296926807541941
Ras--RhoGAP	Ras	RhoGAP	Rasfamily	RhoGAPdomain	2	9.89756025139803e-05
FF--RhoGAP-FF1	FF	RhoGAP-FF1	FFdomain	p190-Aand-BRhoGAPsFFdomain	2	9.89756025139803e-05
Ras--RhoGAP-FF1	Ras	RhoGAP-FF1	Rasfamily	p190-Aand-BRhoGAPsFFdomain	2	9.89756025139803e-05
RhoGAP--RhoGAP-FF1	RhoGAP	RhoGAP-FF1	RhoGAPdomain	p190-Aand-BRhoGAPsFFdomain	2	9.89756025139803e-05
ARHGEF5_35--RhoGEF	ARHGEF5_35	RhoGEF	Rhoguaninenucleotideexchangefactor5/35	RhoGEFdomain	1	4.94878012569901e-05
BAR--RhoGEF	BAR	RhoGEF	BARdomain	RhoGEFdomain	1	4.94878012569901e-05
BRCT--RhoGEF	BRCT	RhoGEF	BRCA1CTerminus(BRCT)domain	RhoGEFdomain	1	4.94878012569901e-05
Bcr-Abl_Oligo--RhoGEF	Bcr-Abl_Oligo	RhoGEF	Bcr-Abloncoproteinoligomerisationdomain	RhoGEFdomain	1	4.94878012569901e-05
C1_1--RhoGEF	C1_1	RhoGEF	Phorbolesters/diacylglycerolbindingdomain(C1domain)	RhoGEFdomain	4	0.000197951205027961
C2--RhoGEF	C2	RhoGEF	C2domain	RhoGEFdomain	4	0.000197951205027961
CAMSAP_CH--RhoGEF	CAMSAP_CH	RhoGEF	CAMSAPCHdomain	RhoGEFdomain	2	9.89756025139803e-05
CH--RhoGEF	CH	RhoGEF	Calponinhomology(CH)domain	RhoGEFdomain	3	0.00014846340377097
CRAL_TRIO--RhoGEF	CRAL_TRIO	RhoGEF	CRAL/TRIOdomain	RhoGEFdomain	2	9.89756025139803e-05
CRAL_TRIO_2--RhoGEF	CRAL_TRIO_2	RhoGEF	DivergentCRAL/TRIOdomain	RhoGEFdomain	3	0.00014846340377097
DEP--RhoGEF	DEP	RhoGEF	DomainfoundinDishevelled,Egl-10,andPleckstrin(DEP)	RhoGEFdomain	2	9.89756025139803e-05
DUF4347--RhoGEF	DUF4347	RhoGEF	Domainofunknownfunction(DUF4347)	RhoGEFdomain	1	4.94878012569901e-05
EF-hand_4--RhoGEF	EF-hand_4	RhoGEF	Cytoskeletal-regulatorycomplexEFhand	RhoGEFdomain	2	9.89756025139803e-05
F-box-like--RhoGEF	F-box-like	RhoGEF	F-box-like	RhoGEFdomain	1	4.94878012569901e-05
FA--RhoGEF	FA	RhoGEF	FERMadjacent(FA)	RhoGEFdomain	2	9.89756025139803e-05
FERM_C--RhoGEF	FERM_C	RhoGEF	FERMC-terminalPH-likedomain	RhoGEFdomain	2	9.89756025139803e-05
FERM_M--RhoGEF	FERM_M	RhoGEF	FERMcentraldomain	RhoGEFdomain	2	9.89756025139803e-05
FERM_N--RhoGEF	FERM_N	RhoGEF	FERMN-terminaldomain	RhoGEFdomain	2	9.89756025139803e-05
FYVE--RhoGEF	FYVE	RhoGEF	FYVEzincfinger	RhoGEFdomain	6	0.000296926807541941
Histone--RhoGEF	Histone	RhoGEF	CorehistoneH2A/H2B/H3/H4	RhoGEFdomain	2	9.89756025139803e-05
I-set--RhoGEF	I-set	RhoGEF	ImmunoglobulinI-setdomain	RhoGEFdomain	3	0.00014846340377097
INTAP--RhoGEF	INTAP	RhoGEF	IntersectinandclathrinadaptorAP2bindingregion	RhoGEFdomain	1	4.94878012569901e-05
IQ--RhoGEF	IQ	RhoGEF	IQcalmodulin-bindingmotif	RhoGEFdomain	1	4.94878012569901e-05
MORN--RhoGEF	MORN	RhoGEF	MORNrepeat	RhoGEFdomain	1	4.94878012569901e-05
PDZ--RhoGEF	PDZ	RhoGEF	PDZdomain	RhoGEFdomain	4	0.000197951205027961
PH--RhoGEF	PH	RhoGEF	PHdomain	RhoGEFdomain	37	0.00183104864650864
PH_13--RhoGEF	PH_13	RhoGEF	Pleckstrinhomologydomain	RhoGEFdomain	2	9.89756025139803e-05
PTCB-BRCT--RhoGEF	PTCB-BRCT	RhoGEF	twinBRCTdomain	RhoGEFdomain	1	4.94878012569901e-05
Pkinase--RhoGEF	Pkinase	RhoGEF	Proteinkinasedomain	RhoGEFdomain	3	0.00014846340377097
RBD--RhoGEF	RBD	RhoGEF	Raf-likeRas-bindingdomain	RhoGEFdomain	1	4.94878012569901e-05
RCC1--RhoGEF	RCC1	RhoGEF	Regulatorofchromosomecondensation(RCC1)repeat	RhoGEFdomain	1	4.94878012569901e-05
RGS-like--RhoGEF	RGS-like	RhoGEF	RegulatorofGproteinsignalling-likedomain	RhoGEFdomain	3	0.00014846340377097
RasGEF--RhoGEF	RasGEF	RhoGEF	RasGEFdomain	RhoGEFdomain	4	0.000197951205027961
RasGEF_N--RhoGEF	RasGEF_N	RhoGEF	RasGEFN-terminalmotif	RhoGEFdomain	4	0.000197951205027961
RhoGAP--RhoGEF	RhoGAP	RhoGEF	RhoGAPdomain	RhoGEFdomain	2	9.89756025139803e-05
RhoGEF--RhoGEF	RhoGEF	RhoGEF	RhoGEFdomain	RhoGEFdomain	2	9.89756025139803e-05
betaPIX_CC--RhoGEF	betaPIX_CC	RhoGEF	betaPIXcoiledcoil	RhoGEFdomain	1	4.94878012569901e-05
fn3--RhoGEF	fn3	RhoGEF	FibronectintypeIIIdomain	RhoGEFdomain	2	9.89756025139803e-05
CH--RhoGEF67_u1	CH	RhoGEF67_u1	Calponinhomology(CH)domain	UnstructuredregiononeonRhoGEF6and7	2	9.89756025139803e-05
PH--RhoGEF67_u1	PH	RhoGEF67_u1	PHdomain	UnstructuredregiononeonRhoGEF6and7	2	9.89756025139803e-05
RhoGEF--RhoGEF67_u1	RhoGEF	RhoGEF67_u1	RhoGEFdomain	UnstructuredregiononeonRhoGEF6and7	2	9.89756025139803e-05
betaPIX_CC--RhoGEF67_u1	betaPIX_CC	RhoGEF67_u1	betaPIXcoiledcoil	UnstructuredregiononeonRhoGEF6and7	1	4.94878012569901e-05
CH--RhoGEF67_u2	CH	RhoGEF67_u2	Calponinhomology(CH)domain	UnstructuredregiontwoonRhoGEF6and7	2	9.89756025139803e-05
PH--RhoGEF67_u2	PH	RhoGEF67_u2	PHdomain	UnstructuredregiontwoonRhoGEF6and7	2	9.89756025139803e-05
RhoGEF--RhoGEF67_u2	RhoGEF	RhoGEF67_u2	RhoGEFdomain	UnstructuredregiontwoonRhoGEF6and7	2	9.89756025139803e-05
RhoGEF67_u1--RhoGEF67_u2	RhoGEF67_u1	RhoGEF67_u2	UnstructuredregiononeonRhoGEF6and7	UnstructuredregiontwoonRhoGEF6and7	2	9.89756025139803e-05
betaPIX_CC--RhoGEF67_u2	betaPIX_CC	RhoGEF67_u2	betaPIXcoiledcoil	UnstructuredregiontwoonRhoGEF6and7	1	4.94878012569901e-05
Pkinase--Rho_Binding	Pkinase	Rho_Binding	Proteinkinasedomain	RhoBinding	2	9.89756025139803e-05
Rho_GDI--Rho_GDI	Rho_GDI	Rho_GDI	RHOproteinGDPdissociationinhibitor	RHOproteinGDPdissociationinhibitor	1	4.94878012569901e-05
DSPc--Rhodanese	DSPc	Rhodanese	Dualspecificityphosphatase,catalyticdomain	Rhodanese-likedomain	11	0.000544365813826892
M-inducer_phosp--Rhodanese	M-inducer_phosp	Rhodanese	M-phaseinducerphosphatase	Rhodanese-likedomain	3	0.00014846340377097
Pkinase--Rhodanese	Pkinase	Rhodanese	Proteinkinasedomain	Rhodanese-likedomain	1	4.94878012569901e-05
RabGAP-TBC--Rhodanese	RabGAP-TBC	Rhodanese	Rab-GTPase-TBCdomain	Rhodanese-likedomain	2	9.89756025139803e-05
Rhodanese--Rhodanese	Rhodanese	Rhodanese	Rhodanese-likedomain	Rhodanese-likedomain	2	9.89756025139803e-05
Rhodanese--Rhodanese_C	Rhodanese	Rhodanese_C	Rhodanese-likedomain	RhodanaseC-terminal	1	4.94878012569901e-05
7tm_1--Rhodopsin_N	7tm_1	Rhodopsin_N	7transmembranereceptor(rhodopsinfamily)	AminoterminaloftheG-proteinreceptorrhodopsin	1	4.94878012569901e-05
EF-hand_7--Rhomboid	EF-hand_7	Rhomboid	EF-handdomainpair	Rhomboidfamily	1	4.94878012569901e-05
Rhomboid--Rhomboid_SP	Rhomboid	Rhomboid_SP	Rhomboidfamily	Rhomboidserineprotease	2	9.89756025139803e-05
Ank_2--Ribonuc_2-5A	Ank_2	Ribonuc_2-5A	Ankyrinrepeats(3copies)	Ribonuclease2-5A	1	4.94878012569901e-05
Ank_5--Ribonuc_2-5A	Ank_5	Ribonuc_2-5A	Ankyrinrepeats(manycopies)	Ribonuclease2-5A	1	4.94878012569901e-05
Pkinase--Ribonuc_2-5A	Pkinase	Ribonuc_2-5A	Proteinkinasedomain	Ribonuclease2-5A	3	0.00014846340377097
Ribonuc_P_40--Ribonuc_P_40	Ribonuc_P_40	Ribonuc_P_40	RibonucleaseP40kDa(Rpp40)subunit	RibonucleaseP40kDa(Rpp40)subunit	1	4.94878012569901e-05
ATP-cone--Ribonuc_red_lgC	ATP-cone	Ribonuc_red_lgC	ATPconedomain	Ribonucleotidereductase,barreldomain	1	4.94878012569901e-05
ATP-cone--Ribonuc_red_lgN	ATP-cone	Ribonuc_red_lgN	ATPconedomain	Ribonucleotidereductase,all-alphadomain	1	4.94878012569901e-05
Ribonuc_red_lgC--Ribonuc_red_lgN	Ribonuc_red_lgC	Ribonuc_red_lgN	Ribonucleotidereductase,barreldomain	Ribonucleotidereductase,all-alphadomain	1	4.94878012569901e-05
dsrm--Ribonucleas_3_3	dsrm	Ribonucleas_3_3	Double-strandedRNAbindingmotif	Ribonuclease-III-like	1	4.94878012569901e-05
DEAD--Ribonuclease_3	DEAD	Ribonuclease_3	DEAD/DEAHboxhelicase	RibonucleaseIIIdomain	1	4.94878012569901e-05
Dicer_dimer--Ribonuclease_3	Dicer_dimer	Ribonuclease_3	Dicerdimerisationdomain	RibonucleaseIIIdomain	1	4.94878012569901e-05
Helicase_C--Ribonuclease_3	Helicase_C	Ribonuclease_3	HelicaseconservedC-terminaldomain	RibonucleaseIIIdomain	1	4.94878012569901e-05
PAZ--Ribonuclease_3	PAZ	Ribonuclease_3	PAZdomain	RibonucleaseIIIdomain	1	4.94878012569901e-05
Ribonucleas_3_3--Ribonuclease_3	Ribonucleas_3_3	Ribonuclease_3	Ribonuclease-III-like	RibonucleaseIIIdomain	1	4.94878012569901e-05
Ribonuclease_3--Ribonuclease_3	Ribonuclease_3	Ribonuclease_3	RibonucleaseIIIdomain	RibonucleaseIIIdomain	1	4.94878012569901e-05
dsrm--Ribonuclease_3	dsrm	Ribonuclease_3	Double-strandedRNAbindingmotif	RibonucleaseIIIdomain	1	4.94878012569901e-05
Ribonuclease_T2--Ribonuclease_T2	Ribonuclease_T2	Ribonuclease_T2	RibonucleaseT2family	RibonucleaseT2family	1	4.94878012569901e-05
Ribophorin_II--Ribophorin_II	Ribophorin_II	Ribophorin_II	OligosaccharyltransferasesubunitRibophorinII	OligosaccharyltransferasesubunitRibophorinII	1	4.94878012569901e-05
Ribosomal_L1--Ribosomal_L1	Ribosomal_L1	Ribosomal_L1	RibosomalproteinL1p/L10efamily	RibosomalproteinL1p/L10efamily	1	4.94878012569901e-05
Ribosomal_60s--Ribosomal_L10	Ribosomal_60s	Ribosomal_L10	60sAcidicribosomalprotein	RibosomalproteinL10	1	4.94878012569901e-05
Ribosomal_L11--Ribosomal_L11_N	Ribosomal_L11	Ribosomal_L11_N	RibosomalproteinL11,RNAbindingdomain	RibosomalproteinL11,N-terminaldomain	2	9.89756025139803e-05
Mito_carr--Ribosomal_L12	Mito_carr	Ribosomal_L12	Mitochondrialcarrierprotein	RibosomalproteinL7/L12C-terminaldomain	1	4.94878012569901e-05
Mito_carr--Ribosomal_L12_N	Mito_carr	Ribosomal_L12_N	Mitochondrialcarrierprotein	RibosomalproteinL7/L12dimerisationdomain	1	4.94878012569901e-05
Ribosomal_L12--Ribosomal_L12_N	Ribosomal_L12	Ribosomal_L12_N	RibosomalproteinL7/L12C-terminaldomain	RibosomalproteinL7/L12dimerisationdomain	2	9.89756025139803e-05
Ribosomal_L13e--Ribosomal_L13e	Ribosomal_L13e	Ribosomal_L13e	RibosomalproteinL13e	RibosomalproteinL13e	1	4.94878012569901e-05
Ribosomal_L17--Ribosomal_L17	Ribosomal_L17	Ribosomal_L17	RibosomalproteinL17	RibosomalproteinL17	1	4.94878012569901e-05
Ribosomal_L23--Ribosomal_L23eN	Ribosomal_L23	Ribosomal_L23eN	RibosomalproteinL23	RibosomalproteinL23,N-terminaldomain	1	4.94878012569901e-05
KOW--Ribosomal_L26	KOW	Ribosomal_L26	KOWmotif	RibosomalproteinsL26eukaryotic,L24Parchaeal	3	0.00014846340377097
KOW--Ribosomal_L27e	KOW	Ribosomal_L27e	KOWmotif	RibosomalL27eproteinfamily	1	4.94878012569901e-05
Mak16--Ribosomal_L28e	Mak16	Ribosomal_L28e	Mak16proteinC-terminalregion	RibosomalL28eproteinfamily	1	4.94878012569901e-05
Ribosomal_L2--Ribosomal_L2_C	Ribosomal_L2	Ribosomal_L2_C	RibosomalProteinsL2,RNAbindingdomain	RibosomalProteinsL2,C-terminaldomain	2	9.89756025139803e-05
Ribosomal_L3--Ribosomal_L3	Ribosomal_L3	Ribosomal_L3	RibosomalproteinL3	RibosomalproteinL3	1	4.94878012569901e-05
Ribosomal_L30--Ribosomal_L30_N	Ribosomal_L30	Ribosomal_L30_N	RibosomalproteinL30p/L7e	RibosomalL30N-terminaldomain	2	9.89756025139803e-05
Ribos_L4_asso_C--Ribosomal_L4	Ribos_L4_asso_C	Ribosomal_L4	60SribosomalproteinL4C-terminaldomain	RibosomalproteinL4/L1family	1	4.94878012569901e-05
Ribosomal_L40e--Ribosomal_L40e	Ribosomal_L40e	Ribosomal_L40e	RibosomalL40efamily	RibosomalL40efamily	1	4.94878012569901e-05
Ribosomal_L5--Ribosomal_L5_C	Ribosomal_L5	Ribosomal_L5_C	RibosomalproteinL5	ribosomalL5PfamilyC-terminus	1	4.94878012569901e-05
Ribosomal_L18_c--Ribosomal_L5e	Ribosomal_L18_c	Ribosomal_L5e	RibosomalL18C-terminalregion	Ribosomallargesubunitproteins60SL5,and50SL18	1	4.94878012569901e-05
Ribosomal_L6--Ribosomal_L6	Ribosomal_L6	Ribosomal_L6	RibosomalproteinL6	RibosomalproteinL6	1	4.94878012569901e-05
Ribosomal_L6e--Ribosomal_L6e_N	Ribosomal_L6e	Ribosomal_L6e_N	RibosomalproteinL6e	RibosomalproteinL6,N-terminaldomain	1	4.94878012569901e-05
Ribosomal_S13_N--Ribosomal_S15	Ribosomal_S13_N	Ribosomal_S15	RibosomalS13/S15N-terminaldomain	RibosomalproteinS15	1	4.94878012569901e-05
KRAB--Ribosomal_S17	KRAB	Ribosomal_S17	KRABbox	RibosomalproteinS17	1	4.94878012569901e-05
Ribosomal_S17--Ribosomal_S17_N	Ribosomal_S17	Ribosomal_S17_N	RibosomalproteinS17	Ribosomal_S17N-terminal	1	4.94878012569901e-05
CEBP1_N--Ribosomal_S17e	CEBP1_N	Ribosomal_S17e	Cytoplasmicpolyadenylationelement-bindingprotein1N-terminus	RibosomalS17	1	4.94878012569901e-05
CEBP_ZZ--Ribosomal_S17e	CEBP_ZZ	Ribosomal_S17e	Cytoplasmicpolyadenylationelement-bindingproteinZZdomain	RibosomalS17	1	4.94878012569901e-05
40S_SA_C--Ribosomal_S2	40S_SA_C	Ribosomal_S2	40SribosomalproteinSAC-terminus	RibosomalproteinS2	1	4.94878012569901e-05
Ribosomal_S2--Ribosomal_S2	Ribosomal_S2	Ribosomal_S2	RibosomalproteinS2	RibosomalproteinS2	2	9.89756025139803e-05
CAP_GLY--Ribosomal_S21e	CAP_GLY	Ribosomal_S21e	CAP-Glydomain	RibosomalproteinS21e	1	4.94878012569901e-05
Ribosomal_S3Ae--Ribosomal_S3Ae	Ribosomal_S3Ae	Ribosomal_S3Ae	RibosomalS3Aefamily	RibosomalS3Aefamily	1	4.94878012569901e-05
KH_2--Ribosomal_S3_C	KH_2	Ribosomal_S3_C	KHdomain	RibosomalproteinS3,C-terminaldomain	1	4.94878012569901e-05
40S_S4_C--Ribosomal_S4e	40S_S4_C	Ribosomal_S4e	40SribosomalproteinS4C-terminus	RibosomalfamilyS4e	3	0.00014846340377097
KOW--Ribosomal_S4e	KOW	Ribosomal_S4e	KOWmotif	RibosomalfamilyS4e	3	0.00014846340377097
Ribosomal_S5--Ribosomal_S5_C	Ribosomal_S5	Ribosomal_S5_C	RibosomalproteinS5,N-terminaldomain	RibosomalproteinS5,C-terminaldomain	2	9.89756025139803e-05
Ribosomal_S8e--Ribosomal_S8e	Ribosomal_S8e	Ribosomal_S8e	RibosomalproteinS8e	RibosomalproteinS8e	1	4.94878012569901e-05
Ribul_P_3_epim--Ribul_P_3_epim	Ribul_P_3_epim	Ribul_P_3_epim	Ribulose-phosphate3epimerasefamily	Ribulose-phosphate3epimerasefamily	1	4.94878012569901e-05
Crystall--Ricin_B_lectin	Crystall	Ricin_B_lectin	Beta/Gammacrystallin	Ricin-typebeta-trefoillectindomain	3	0.00014846340377097
Glyco_transf_7C--Ricin_B_lectin	Glyco_transf_7C	Ricin_B_lectin	N-terminaldomainofgalactosyltransferase	Ricin-typebeta-trefoillectindomain	1	4.94878012569901e-05
Glycos_transf_2--Ricin_B_lectin	Glycos_transf_2	Ricin_B_lectin	Glycosyltransferasefamily2	Ricin-typebeta-trefoillectindomain	20	0.000989756025139803
Lectin_C--Ricin_B_lectin	Lectin_C	Ricin_B_lectin	LectinC-typedomain	Ricin-typebeta-trefoillectindomain	1	4.94878012569901e-05
fn2--Ricin_B_lectin	fn2	Ricin_B_lectin	FibronectintypeIIdomain	Ricin-typebeta-trefoillectindomain	1	4.94878012569901e-05
Pyr_redox_2--Rieske	Pyr_redox_2	Rieske	Pyridinenucleotide-disulphideoxidoreductase	Rieske[2Fe-2S]domain	1	4.94878012569901e-05
Reductase_C--Rieske	Reductase_C	Rieske	ReductaseC-terminal	Rieske[2Fe-2S]domain	1	4.94878012569901e-05
RIO1--Rio2_N	RIO1	Rio2_N	RIO1family	Rio2,N-terminal	1	4.94878012569901e-05
Ank_2--Roc	Ank_2	Roc	Ankyrinrepeats(3copies)	RasofComplex,Roc,domainofDAPkinase	1	4.94878012569901e-05
COR--Roc	COR	Roc	C-terminalofRoc,COR,domain	RasofComplex,Roc,domainofDAPkinase	2	9.89756025139803e-05
LRR_4--Roc	LRR_4	Roc	LeucineRichrepeats(2copies)	RasofComplex,Roc,domainofDAPkinase	1	4.94878012569901e-05
LRR_8--Roc	LRR_8	Roc	Leucinerichrepeat	RasofComplex,Roc,domainofDAPkinase	2	9.89756025139803e-05
Pkinase--Roc	Pkinase	Roc	Proteinkinasedomain	RasofComplex,Roc,domainofDAPkinase	2	9.89756025139803e-05
Rod_C--Rod_C	Rod_C	Rod_C	RoughdealproteinC-terminalregion	RoughdealproteinC-terminalregion	1	4.94878012569901e-05
PCI--Rpn3_C	PCI	Rpn3_C	PCIdomain	ProteasomeregulatorysubunitC-terminal	1	4.94878012569901e-05
PRY--Rpr2	PRY	Rpr2	SPRY-associateddomain	RNAsePRpr2/Rpp21/SNM1subunitdomain	1	4.94878012569901e-05
NRBF2--Rrp44_CSD1	NRBF2	Rrp44_CSD1	Nuclearreceptor-bindingfactor2,autophagyregulator	Rrp44-likecoldshockdomain	1	4.94878012569901e-05
PIN_4--Rrp44_CSD1	PIN_4	Rrp44_CSD1	PINdomain	Rrp44-likecoldshockdomain	1	4.94878012569901e-05
RNB--Rrp44_CSD1	RNB	Rrp44_CSD1	RNBdomain	Rrp44-likecoldshockdomain	3	0.00014846340377097
PIN_4--Rrp44_S1	PIN_4	Rrp44_S1	PINdomain	S1domain	1	4.94878012569901e-05
RNB--Rrp44_S1	RNB	Rrp44_S1	RNBdomain	S1domain	2	9.89756025139803e-05
Rrp44_CSD1--Rrp44_S1	Rrp44_CSD1	Rrp44_S1	Rrp44-likecoldshockdomain	S1domain	2	9.89756025139803e-05
Rsm1--Rsm1	Rsm1	Rsm1	Rsm1-like	Rsm1-like	1	4.94878012569901e-05
FACT-Spt16_Nlob--Rtt106	FACT-Spt16_Nlob	Rtt106	FACTcomplexsubunitSPT16N-terminallobedomain	HistonechaperoneRttp106-like	1	4.94878012569901e-05
HMG_box--Rtt106	HMG_box	Rtt106	HMG(highmobilitygroup)box	HistonechaperoneRttp106-like	1	4.94878012569901e-05
Peptidase_M24--Rtt106	Peptidase_M24	Rtt106	MetallopeptidasefamilyM24	HistonechaperoneRttp106-like	1	4.94878012569901e-05
Runt--RunxI	Runt	RunxI	Runtdomain	Runxinhibitiondomain	3	0.00014846340377097
EF-hand_8--RyR	EF-hand_8	RyR	EF-handdomainpair	RyRdomain	2	9.89756025139803e-05
Ins145_P3_rec--RyR	Ins145_P3_rec	RyR	Inositol1,4,5-trisphosphate/ryanodinereceptor	RyRdomain	3	0.00014846340377097
Ion_trans--RyR	Ion_trans	RyR	Iontransportprotein	RyRdomain	3	0.00014846340377097
MIR--RyR	MIR	RyR	MIRdomain	RyRdomain	3	0.00014846340377097
RIH_assoc--RyR	RIH_assoc	RyR	RyRandIP3RHomologyassociated	RyRdomain	3	0.00014846340377097
RR_TM4-6--RyR	RR_TM4-6	RyR	RyanodineReceptorTM4-6	RyRdomain	3	0.00014846340377097
RYDR_ITPR--RyR	RYDR_ITPR	RyR	RIHdomain	RyRdomain	3	0.00014846340377097
RyR--RyR	RyR	RyR	RyRdomain	RyRdomain	3	0.00014846340377097
S-AdoMet_synt_C--S-AdoMet_synt_M	S-AdoMet_synt_C	S-AdoMet_synt_M	S-adenosylmethioninesynthetase,C-terminaldomain	S-adenosylmethioninesynthetase,centraldomain	2	9.89756025139803e-05
S-AdoMet_synt_C--S-AdoMet_synt_N	S-AdoMet_synt_C	S-AdoMet_synt_N	S-adenosylmethioninesynthetase,C-terminaldomain	S-adenosylmethioninesynthetase,N-terminaldomain	2	9.89756025139803e-05
S-AdoMet_synt_M--S-AdoMet_synt_N	S-AdoMet_synt_M	S-AdoMet_synt_N	S-adenosylmethioninesynthetase,centraldomain	S-adenosylmethioninesynthetase,N-terminaldomain	2	9.89756025139803e-05
B12-binding--S-methyl_trans	B12-binding	S-methyl_trans	B12bindingdomain	HomocysteineS-methyltransferase	1	4.94878012569901e-05
B12-binding_2--S-methyl_trans	B12-binding_2	S-methyl_trans	B12bindingdomain	HomocysteineS-methyltransferase	1	4.94878012569901e-05
Met_synt_B12--S-methyl_trans	Met_synt_B12	S-methyl_trans	VitaminB12dependentmethioninesynthase,activationdomain	HomocysteineS-methyltransferase	1	4.94878012569901e-05
Pterin_bind--S-methyl_trans	Pterin_bind	S-methyl_trans	Pterinbindingenzyme	HomocysteineS-methyltransferase	1	4.94878012569901e-05
S-methyl_trans--S-methyl_trans	S-methyl_trans	S-methyl_trans	HomocysteineS-methyltransferase	HomocysteineS-methyltransferase	1	4.94878012569901e-05
DLD--S1	DLD	S1	Zincfinger,ZZtype	S1RNAbindingdomain	1	4.94878012569901e-05
EIF_2_alpha--S1	EIF_2_alpha	S1	Eukaryotictranslationinitiationfactor2alphasubunit	S1RNAbindingdomain	1	4.94878012569901e-05
HA2--S1	HA2	S1	Helicaseassociateddomain(HA2)	S1RNAbindingdomain	1	4.94878012569901e-05
HHH_3--S1	HHH_3	S1	Helix-hairpin-helixmotif	S1RNAbindingdomain	1	4.94878012569901e-05
HHH_7--S1	HHH_7	S1	Helix-hairpin-helixmotif	S1RNAbindingdomain	1	4.94878012569901e-05
HTH_44--S1	HTH_44	S1	Helix-turn-helixDNA-bindingdomainofSPT6	S1RNAbindingdomain	1	4.94878012569901e-05
Helicase_C--S1	Helicase_C	S1	HelicaseconservedC-terminaldomain	S1RNAbindingdomain	1	4.94878012569901e-05
KH_1--S1	KH_1	S1	KHdomain	S1RNAbindingdomain	1	4.94878012569901e-05
OB_NTP_bind--S1	OB_NTP_bind	S1	Oligonucleotide/oligosaccharide-binding(OB)-fold	S1RNAbindingdomain	1	4.94878012569901e-05
PNPase--S1	PNPase	S1	Polyribonucleotidenucleotidyltransferase,RNAbindingdomain	S1RNAbindingdomain	1	4.94878012569901e-05
